customerID	gender	SeniorCitizen	Partner	Dependents	tenure	PhoneService	MultipleLines	InternetService	OnlineSecurity	OnlineBackup	DeviceProtection	TechSupport	StreamingTV	StreamingMovies	Contract	PaperlessBilling	PaymentMethod	MonthlyCharges	TotalCharges	Churn	Churn_Probability	Risk_Category
6576-FBXOJ	Male	0	Yes	No	17	No	No phone service	DSL	No	No	Yes	Yes	Yes	Yes	One year	No	Electronic check	54.6	934.8	0	0.26601797	Low Risk
4310-KEDTB	Female	0	No	Yes	26	No	No phone service	DSL	No	No	Yes	No	No	No	Month-to-month	Yes	Mailed check	29.8	786.5	0	0.233946442	Low Risk
7254-IQWOZ	Male	0	No	No	1	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	69.65	69.65	1	0.689767223	Medium Risk
2474-BRUCM	Male	1	Yes	No	40	Yes	Yes	Fiber optic	Yes	No	No	No	Yes	Yes	Month-to-month	No	Electronic check	101.85	4086.3	1	0.504040128	Medium Risk
4062-HBMOS	Male	0	No	No	52	Yes	Yes	Fiber optic	No	Yes	Yes	No	Yes	Yes	Month-to-month	Yes	Electronic check	103.05	5364.8	0	0.488732502	Medium Risk
0742-NXBGR	Female	0	No	No	1	Yes	No	Fiber optic	No	Yes	Yes	No	No	No	Month-to-month	Yes	Electronic check	82.3	82.3	1	0.666679252	Medium Risk
2676-ISHSF	Male	0	No	No	1	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	No	Mailed check	20.3	20.3	0	0.210053221	Low Risk
9236-NDUCW	Female	0	No	No	21	No	No phone service	DSL	Yes	No	No	Yes	No	No	Two year	No	Mailed check	35.1	770.4	0	0.04291071	Low Risk
4753-PADAS	Female	0	Yes	No	67	Yes	Yes	Fiber optic	No	Yes	Yes	No	Yes	Yes	One year	Yes	Bank transfer (automatic)	105.7	6816.95	0	0.195973143	Low Risk
6103-QCKFX	Female	0	Yes	Yes	44	Yes	No	DSL	Yes	No	No	Yes	No	No	Month-to-month	No	Bank transfer (automatic)	56.25	2419.55	0	0.033057063	Low Risk
7781-EWARA	Male	0	Yes	Yes	70	No	No phone service	DSL	No	Yes	Yes	Yes	Yes	Yes	One year	No	Electronic check	60.35	4138.7	0	0.02826552	Low Risk
6110-OHIHY	Male	0	No	No	3	Yes	No	Fiber optic	No	No	No	No	Yes	No	Month-to-month	No	Electronic check	79.25	267.6	1	0.664366039	Medium Risk
7018-FPXHH	Male	0	Yes	Yes	56	Yes	No	DSL	Yes	Yes	Yes	No	No	No	Two year	Yes	Bank transfer (automatic)	59.8	3457.45	0	0.010580232	Low Risk
5889-LFOLL	Female	0	No	No	13	Yes	Yes	Fiber optic	No	No	No	No	No	Yes	Month-to-month	Yes	Electronic check	84.6	1115.2	1	0.711137682	High Risk
5708-EVONK	Female	0	Yes	Yes	58	Yes	Yes	Fiber optic	Yes	Yes	No	No	No	Yes	Month-to-month	Yes	Bank transfer (automatic)	93.4	5435.6	1	0.191491303	Low Risk
8708-XPXHZ	Female	0	Yes	Yes	42	Yes	Yes	Fiber optic	No	No	No	No	Yes	Yes	Month-to-month	Yes	Electronic check	94.2	4186.3	1	0.549614611	Medium Risk
0616-ATFGB	Male	1	Yes	No	1	No	No phone service	DSL	No	No	No	No	No	No	Month-to-month	No	Electronic check	25.05	25.05	1	0.661078403	Medium Risk
0572-ZJKLT	Female	0	Yes	Yes	46	Yes	Yes	Fiber optic	Yes	No	Yes	Yes	No	Yes	Two year	No	Mailed check	99.65	4630.2	0	0.050516137	Low Risk
5135-RDDQL	Female	0	Yes	Yes	63	Yes	No	DSL	Yes	No	No	No	No	No	Two year	Yes	Bank transfer (automatic)	50.65	3221.25	0	0.007682083	Low Risk
1353-LJWEM	Male	0	No	No	11	Yes	No	DSL	No	Yes	Yes	Yes	No	No	Month-to-month	Yes	Electronic check	60.9	688.5	0	0.279469128	Low Risk
1794-SWWKL	Male	0	Yes	Yes	15	Yes	Yes	DSL	No	No	Yes	Yes	No	No	Month-to-month	Yes	Bank transfer (automatic)	59.65	867.1	0	0.227975978	Low Risk
6166-YIPFO	Male	0	Yes	No	72	No	No phone service	DSL	Yes	Yes	Yes	Yes	Yes	Yes	Two year	Yes	Electronic check	64.7	4746.05	0	0.018692769	Low Risk
7016-BPGEU	Female	0	No	No	29	No	No phone service	DSL	No	No	No	No	No	No	Month-to-month	Yes	Credit card (automatic)	25.1	712.85	1	0.22722416	Low Risk
6876-ADESB	Male	0	No	Yes	1	Yes	No	DSL	No	No	Yes	No	No	No	Month-to-month	No	Electronic check	48.95	48.95	1	0.378614872	Low Risk
9332-GYWLO	Female	0	Yes	Yes	6	Yes	No	DSL	No	No	No	No	Yes	No	Month-to-month	No	Electronic check	54.85	355.1	0	0.408968523	Medium Risk
1963-SVUCV	Male	0	No	No	1	Yes	No	DSL	No	No	No	No	No	No	Month-to-month	No	Electronic check	45.3	45.3	1	0.437046199	Medium Risk
4184-VODJZ	Male	0	Yes	Yes	63	Yes	Yes	Fiber optic	No	Yes	No	No	No	Yes	One year	Yes	Electronic check	91.35	5764.7	0	0.155953025	Low Risk
0220-EBGCE	Male	0	No	No	2	Yes	No	Fiber optic	No	No	Yes	No	No	Yes	Month-to-month	Yes	Electronic check	85.85	167.3	1	0.729883813	High Risk
1092-WPIVQ	Female	0	Yes	Yes	18	Yes	Yes	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	No	Mailed check	25.1	428.45	0	0.031124626	Low Risk
7233-IOQNP	Female	0	Yes	No	43	No	No phone service	DSL	Yes	No	No	Yes	No	No	Month-to-month	No	Bank transfer (automatic)	34	1505.35	0	0.057486623	Low Risk
2834-JKOOW	Female	0	No	No	15	No	No phone service	DSL	Yes	Yes	Yes	Yes	No	No	One year	No	Mailed check	45.9	693.45	0	0.085681381	Low Risk
2754-VDLTR	Male	0	No	Yes	10	Yes	Yes	Fiber optic	No	No	No	No	Yes	Yes	Month-to-month	No	Electronic check	95.2	930.4	1	0.673463377	Medium Risk
2400-FEQME	Male	0	Yes	Yes	55	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	No	Mailed check	20.5	1177.95	0	0.003338971	Low Risk
3190-XFANI	Male	0	No	Yes	49	Yes	Yes	Fiber optic	No	No	No	Yes	Yes	Yes	One year	Yes	Bank transfer (automatic)	100.6	5069.65	1	0.187906826	Low Risk
7551-DACSP	Male	0	Yes	Yes	6	Yes	No	DSL	No	Yes	Yes	No	No	No	Month-to-month	Yes	Mailed check	55.3	324.25	1	0.303708626	Low Risk
4957-SREEC	Male	0	Yes	Yes	70	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	No	Credit card (automatic)	20.35	1458.1	0	0.001368176	Low Risk
7235-NXZCP	Male	1	No	No	2	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Mailed check	74.85	156.4	1	0.714947246	High Risk
0230-UBYPQ	Male	1	Yes	No	63	No	No phone service	DSL	Yes	No	No	Yes	No	No	One year	No	Bank transfer (automatic)	36.1	2298.9	0	0.013824935	Low Risk
4923-ADWXJ	Female	0	No	No	25	Yes	No	DSL	No	Yes	No	Yes	No	Yes	Month-to-month	Yes	Bank transfer (automatic)	65.8	1679.65	0	0.189936529	Low Risk
1763-KUAAW	Female	1	No	No	18	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	One year	No	Bank transfer (automatic)	20.35	369.6	0	0.066407764	Low Risk
1104-TNLZA	Male	1	Yes	No	28	Yes	Yes	Fiber optic	No	Yes	No	Yes	Yes	Yes	Month-to-month	Yes	Electronic check	105.8	2998	0	0.637513137	Medium Risk
5195-KPUNQ	Female	1	No	No	53	Yes	No	Fiber optic	Yes	Yes	No	Yes	No	Yes	One year	Yes	Mailed check	96.75	5206.55	0	0.096387049	Low Risk
0520-FDVVT	Male	0	No	No	35	Yes	No	Fiber optic	No	Yes	Yes	No	Yes	Yes	One year	Yes	Bank transfer (automatic)	102.35	3626.1	1	0.309552398	Low Risk
3439-GVUSX	Male	0	No	No	1	No	No phone service	DSL	No	No	No	No	No	No	Month-to-month	No	Mailed check	24.4	24.4	0	0.504043458	Medium Risk
1444-VVSGW	Male	0	Yes	No	70	Yes	Yes	Fiber optic	Yes	Yes	Yes	Yes	Yes	Yes	One year	No	Credit card (automatic)	115.65	7968.85	1	0.072965875	Low Risk
5712-PTIWW	Male	0	No	No	2	Yes	No	Fiber optic	No	No	Yes	Yes	No	No	Month-to-month	Yes	Electronic check	79.85	152.45	1	0.578028933	Medium Risk
5949-HGVJL	Female	0	Yes	No	26	Yes	No	DSL	No	Yes	No	Yes	Yes	Yes	Month-to-month	Yes	Electronic check	73.05	1959.5	0	0.291785085	Low Risk
5203-XEHAX	Female	0	No	No	34	Yes	No	DSL	Yes	Yes	No	No	No	Yes	One year	No	Electronic check	64.35	2053.05	0	0.064535152	Low Risk
1635-HDGFT	Female	0	No	Yes	19	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	No	Mailed check	20.5	398.55	0	0.022293081	Low Risk
3315-TOTBP	Male	0	No	No	15	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Mailed check	76	1130.85	1	0.546547678	Medium Risk
8050-XGRVL	Female	0	Yes	Yes	62	Yes	No	DSL	Yes	No	Yes	No	No	No	One year	No	Credit card (automatic)	54.75	3425.35	0	0.009636473	Low Risk
6661-HBGWL	Female	1	No	No	42	Yes	Yes	Fiber optic	No	Yes	Yes	No	Yes	Yes	Month-to-month	Yes	Bank transfer (automatic)	104.75	4323.45	1	0.563602213	Medium Risk
1518-VOWAV	Female	0	No	No	9	Yes	No	DSL	Yes	Yes	No	No	Yes	Yes	Month-to-month	Yes	Electronic check	74.65	703.55	1	0.417863224	Medium Risk
9828-QHFBK	Male	0	No	No	24	Yes	No	DSL	Yes	No	No	No	No	No	Month-to-month	Yes	Electronic check	51.15	1275.7	0	0.194552053	Low Risk
3908-MKIMJ	Male	1	Yes	No	68	No	No phone service	DSL	Yes	Yes	Yes	No	No	No	Two year	Yes	Electronic check	41.95	2965.75	0	0.016868742	Low Risk
5012-YSPJJ	Male	0	Yes	Yes	31	Yes	No	DSL	No	No	Yes	Yes	No	No	Month-to-month	No	Mailed check	54.35	1647	0	0.075292926	Low Risk
5909-ECHUI	Female	0	No	No	1	Yes	No	DSL	No	No	No	No	No	Yes	Month-to-month	Yes	Electronic check	56.25	56.25	1	0.575939803	Medium Risk
1309-BXVOQ	Male	0	Yes	No	21	Yes	Yes	Fiber optic	No	No	Yes	Yes	Yes	Yes	Month-to-month	Yes	Electronic check	106.1	2249.95	1	0.642857814	Medium Risk
6728-VOIFY	Female	0	Yes	No	63	Yes	No	Fiber optic	No	Yes	No	No	Yes	Yes	One year	Yes	Electronic check	96	6109.75	0	0.20929077	Low Risk
9317-WZPGV	Female	1	No	No	2	Yes	No	Fiber optic	No	No	No	No	No	Yes	Month-to-month	Yes	Bank transfer (automatic)	79.75	159.4	1	0.73794307	High Risk
4891-NLUBA	Female	0	Yes	Yes	61	No	No phone service	DSL	No	Yes	Yes	Yes	Yes	Yes	Two year	Yes	Bank transfer (automatic)	61.45	3751.15	0	0.02632517	Low Risk
2856-HYAPG	Female	0	No	No	1	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	No	Electronic check	68.65	68.65	1	0.632395342	Medium Risk
8969-PRHFK	Male	0	No	No	18	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	One year	No	Mailed check	19.65	411.25	0	0.047873919	Low Risk
0661-KQHNK	Female	0	Yes	Yes	6	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	One year	No	Credit card (automatic)	19	105.5	0	0.07151448	Low Risk
8709-KRDVL	Female	0	No	No	33	Yes	Yes	Fiber optic	No	Yes	No	No	Yes	Yes	Month-to-month	Yes	Electronic check	100	3320.6	0	0.623097658	Medium Risk
4488-PSYCG	Male	0	No	No	16	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	No	Bank transfer (automatic)	20.25	327.45	1	0.111567858	Low Risk
1427-VERSM	Female	0	Yes	No	56	Yes	No	Fiber optic	No	No	Yes	Yes	Yes	Yes	Month-to-month	Yes	Electronic check	98.7	5669.5	0	0.348265806	Low Risk
9801-NOSHQ	Male	0	No	Yes	23	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	One year	No	Mailed check	19.8	465.45	0	0.029529713	Low Risk
6339-YPSAH	Male	0	No	No	9	Yes	No	Fiber optic	No	No	Yes	No	No	No	Month-to-month	Yes	Electronic check	73.8	704.3	0	0.620826398	Medium Risk
3621-CEOVK	Female	1	Yes	No	14	Yes	Yes	Fiber optic	No	Yes	No	No	Yes	Yes	Month-to-month	Yes	Electronic check	100.2	1369.8	1	0.792413394	High Risk
6906-ANDWJ	Male	0	Yes	Yes	15	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Bank transfer (automatic)	74.9	1107.25	1	0.519273662	Medium Risk
2159-TURXX	Male	0	No	No	5	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	No	Credit card (automatic)	20.05	95.55	0	0.165913127	Low Risk
1548-FEHVL	Male	0	Yes	No	61	Yes	Yes	Fiber optic	Yes	Yes	No	No	Yes	Yes	Month-to-month	Yes	Electronic check	106.2	6375.2	0	0.348360647	Low Risk
3795-CAWEX	Male	0	Yes	Yes	70	Yes	Yes	Fiber optic	Yes	Yes	Yes	Yes	Yes	Yes	Two year	Yes	Credit card (automatic)	116.55	8152.3	0	0.049504368	Low Risk
6215-NQCPY	Male	0	No	No	15	Yes	Yes	Fiber optic	Yes	No	No	No	Yes	Yes	Month-to-month	Yes	Electronic check	99.7	1566.75	0	0.661528831	Medium Risk
5647-URDKA	Male	0	Yes	Yes	8	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	No	Mailed check	19.7	130.25	0	0.040056686	Low Risk
2229-DPMBI	Female	0	Yes	Yes	8	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	No	Mailed check	19.5	162.15	0	0.041568869	Low Risk
9626-WEQRM	Female	0	No	No	4	No	No phone service	DSL	Yes	No	No	No	No	No	Month-to-month	Yes	Mailed check	29.15	110.05	0	0.429993144	Medium Risk
2188-SXWVT	Female	0	No	No	34	Yes	No	DSL	Yes	Yes	No	No	No	No	One year	No	Mailed check	55	1885.15	0	0.035561369	Low Risk
6258-PVZWJ	Male	0	Yes	No	68	Yes	Yes	DSL	Yes	Yes	Yes	Yes	Yes	Yes	Two year	Yes	Credit card (automatic)	90.8	6302.85	0	0.018094724	Low Risk
1094-BKOSX	Female	0	Yes	Yes	45	No	No phone service	DSL	No	Yes	Yes	Yes	No	Yes	One year	No	Bank transfer (automatic)	51	2264.5	0	0.04368358	Low Risk
6969-MVBAI	Female	1	No	No	9	Yes	Yes	Fiber optic	No	No	Yes	No	Yes	No	Month-to-month	Yes	Electronic check	90.1	816.8	0	0.781112599	High Risk
2978-XXSOG	Female	0	No	No	22	Yes	Yes	DSL	Yes	No	No	Yes	No	No	Month-to-month	Yes	Mailed check	59.05	1253.5	0	0.138751156	Low Risk
2342-CKIAO	Female	0	No	No	2	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	No	Mailed check	20.3	41.2	0	0.205896836	Low Risk
6953-PBDIN	Male	0	Yes	No	70	Yes	Yes	DSL	No	Yes	Yes	Yes	Yes	No	Two year	No	Bank transfer (automatic)	72.95	5265.55	0	0.01207489	Low Risk
3898-BSJYF	Female	0	No	Yes	10	Yes	Yes	DSL	Yes	No	Yes	Yes	No	Yes	One year	No	Credit card (automatic)	73.55	693.3	0	0.084736852	Low Risk
3938-YFPXD	Male	0	No	No	72	Yes	Yes	DSL	Yes	No	Yes	Yes	Yes	Yes	Two year	No	Credit card (automatic)	84.3	5997.1	0	0.010437636	Low Risk
7696-AMHOD	Female	0	Yes	Yes	49	Yes	No	DSL	No	Yes	Yes	No	Yes	Yes	One year	No	Credit card (automatic)	78	3824.2	0	0.051950083	Low Risk
2453-SAFNS	Female	1	No	No	54	Yes	Yes	DSL	No	Yes	No	Yes	Yes	No	One year	No	Mailed check	72.1	3886.05	0	0.042125561	Low Risk
9558-IHEZX	Female	0	No	No	71	Yes	Yes	Fiber optic	Yes	Yes	Yes	No	Yes	Yes	Two year	Yes	Credit card (automatic)	106.75	7283.25	0	0.062916174	Low Risk
9617-UDPEU	Female	0	No	No	22	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	One year	Yes	Mailed check	19.25	412.55	0	0.050909238	Low Risk
6340-DACFT	Female	0	Yes	Yes	50	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	No	Credit card (automatic)	20.55	1070.25	0	0.004195831	Low Risk
4955-VCWBI	Female	0	Yes	Yes	43	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	One year	No	Mailed check	20	817.95	0	0.010826704	Low Risk
6813-GZQCG	Female	0	Yes	Yes	45	Yes	Yes	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	Yes	Credit card (automatic)	24.65	1171.3	0	0.009631695	Low Risk
7426-GSWPO	Male	1	No	No	64	Yes	Yes	Fiber optic	Yes	Yes	No	No	Yes	Yes	Month-to-month	Yes	Bank transfer (automatic)	103.5	6548.65	0	0.305831803	Low Risk
3389-KTRXV	Female	0	Yes	Yes	23	Yes	Yes	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	No	Mailed check	23.85	625.65	0	0.02451487	Low Risk
3118-UHVVQ	Female	0	Yes	No	68	Yes	Yes	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	No	Credit card (automatic)	25.8	1911.5	0	0.002856797	Low Risk
1031-IIDEO	Female	0	No	No	1	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	70.85	70.85	1	0.697034343	Medium Risk
5832-XKAES	Male	0	No	No	2	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Credit card (automatic)	69.8	134.7	1	0.588575094	Medium Risk
3205-MXZRA	Male	0	No	No	26	Yes	No	DSL	No	No	No	Yes	Yes	No	One year	No	Credit card (automatic)	59.45	1507	0	0.065190216	Low Risk
4701-AHWMW	Male	0	Yes	No	55	No	No phone service	DSL	No	No	Yes	Yes	Yes	Yes	Month-to-month	Yes	Bank transfer (automatic)	54.55	2978.3	1	0.130510152	Low Risk
8317-BVKSO	Male	0	No	No	14	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	Yes	Electronic check	20.05	299.3	0	0.195535988	Low Risk
5702-KVQRD	Male	0	Yes	No	71	Yes	No	DSL	Yes	No	Yes	Yes	Yes	Yes	Two year	Yes	Electronic check	82.55	5832.65	0	0.01770376	Low Risk
0083-PIVIK	Male	0	No	No	64	Yes	Yes	DSL	Yes	Yes	Yes	Yes	Yes	No	One year	No	Electronic check	81.25	5567.55	0	0.026058845	Low Risk
9210-IAHGH	Female	0	No	No	7	Yes	No	DSL	No	No	No	Yes	Yes	Yes	Month-to-month	Yes	Credit card (automatic)	70.75	450.8	1	0.368297824	Low Risk
6169-PGNCD	Female	0	No	No	57	Yes	No	DSL	Yes	Yes	Yes	Yes	Yes	No	Two year	Yes	Credit card (automatic)	74.3	4166.35	0	0.010806746	Low Risk
0023-XUOPT	Female	0	Yes	No	13	Yes	Yes	Fiber optic	No	Yes	Yes	No	Yes	No	Month-to-month	No	Electronic check	94.1	1215.6	1	0.630887689	Medium Risk
4592-IWTJI	Female	0	Yes	Yes	3	No	No phone service	DSL	Yes	No	No	No	No	No	Month-to-month	No	Credit card (automatic)	29.7	91.7	1	0.323477583	Low Risk
4909-JOUPP	Male	1	Yes	No	72	Yes	Yes	Fiber optic	No	Yes	Yes	Yes	Yes	Yes	Two year	No	Credit card (automatic)	109.7	7898.45	0	0.074631204	Low Risk
4657-FWVFY	Female	0	Yes	Yes	40	Yes	Yes	Fiber optic	No	Yes	Yes	No	Yes	No	Month-to-month	Yes	Credit card (automatic)	96.35	3915.4	0	0.365306336	Low Risk
2257-BOVXD	Male	0	Yes	No	14	Yes	Yes	DSL	No	No	No	Yes	Yes	No	Month-to-month	Yes	Credit card (automatic)	66.6	979.5	0	0.31281822	Low Risk
7729-JTEEC	Male	0	Yes	Yes	2	Yes	No	DSL	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	44.5	90.05	0	0.454148043	Medium Risk
7632-MNYOY	Male	1	No	No	66	Yes	Yes	Fiber optic	No	Yes	Yes	Yes	Yes	Yes	One year	No	Credit card (automatic)	110.9	7432.05	1	0.140610886	Low Risk
6518-LGAOV	Female	0	Yes	No	38	Yes	Yes	Fiber optic	No	No	Yes	Yes	Yes	Yes	Month-to-month	Yes	Electronic check	105	4026.4	1	0.539444144	Medium Risk
7242-QZLXF	Male	0	No	Yes	1	No	No phone service	DSL	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	25.3	25.3	1	0.602991712	Medium Risk
4576-CSAJH	Male	0	No	No	22	Yes	No	DSL	No	Yes	No	Yes	No	No	One year	Yes	Credit card (automatic)	55.15	1193.05	1	0.069877052	Low Risk
1000-AJSLD	Male	0	No	No	1	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	Yes	Mailed check	20.1	20.1	1	0.260310956	Low Risk
9696-RMYBA	Male	0	No	No	5	Yes	No	Fiber optic	No	No	No	No	Yes	No	Month-to-month	Yes	Mailed check	80.1	398.55	0	0.635564	Medium Risk
8690-UPCZI	Male	0	Yes	Yes	29	Yes	Yes	DSL	Yes	No	No	Yes	Yes	No	One year	No	Bank transfer (automatic)	69.05	1958.45	0	0.049324044	Low Risk
1062-LHZOD	Male	0	Yes	Yes	1	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Mailed check	69.9	69.9	1	0.575833106	Medium Risk
9770-LXDBK	Female	0	No	No	3	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	No	Mailed check	20.4	63.15	0	0.197296259	Low Risk
4086-WITJG	Male	0	Yes	Yes	71	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	No	Credit card (automatic)	19.7	1301.1	0	0.001219401	Low Risk
8344-WFMFH	Male	0	No	Yes	9	Yes	No	DSL	No	Yes	No	No	No	No	Month-to-month	Yes	Electronic check	50.1	484.05	0	0.340857505	Low Risk
9600-NAXZN	Male	0	No	No	43	Yes	Yes	Fiber optic	No	Yes	No	No	Yes	Yes	Month-to-month	Yes	Electronic check	101.4	4528	1	0.566011361	Medium Risk
8822-KNBHV	Female	0	No	No	48	Yes	Yes	DSL	Yes	Yes	Yes	No	Yes	Yes	One year	Yes	Credit card (automatic)	83.45	3887.85	0	0.067314724	Low Risk
8404-FYDIB	Male	0	No	No	26	Yes	Yes	Fiber optic	Yes	Yes	No	No	No	No	Month-to-month	Yes	Credit card (automatic)	86.65	2208.75	0	0.314988968	Low Risk
2791-SFVEW	Female	0	No	No	9	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	No	Bank transfer (automatic)	20.15	238.15	0	0.161349828	Low Risk
6457-USBER	Male	0	No	No	1	Yes	No	Fiber optic	No	No	No	No	No	Yes	Month-to-month	Yes	Electronic check	80.8	80.8	1	0.740604054	High Risk
6762-NSODU	Female	0	Yes	Yes	46	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	No	Credit card (automatic)	19.4	958.15	0	0.005134111	Low Risk
4662-EKDPQ	Male	0	No	No	2	Yes	Yes	DSL	No	No	No	No	No	Yes	Month-to-month	No	Bank transfer (automatic)	62.05	118.3	1	0.477975697	Medium Risk
9248-OJYKK	Male	1	No	No	1	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	76.45	76.45	1	0.784634197	High Risk
9888-ZCUMM	Male	0	Yes	Yes	64	No	No phone service	DSL	Yes	No	Yes	Yes	Yes	Yes	Two year	Yes	Bank transfer (automatic)	60.05	3845.45	0	0.015946187	Low Risk
3398-FSHON	Female	1	No	No	12	Yes	Yes	Fiber optic	No	Yes	No	No	Yes	No	Month-to-month	Yes	Electronic check	91.3	1094.5	1	0.746637416	High Risk
3319-DWOEP	Male	1	Yes	No	6	Yes	No	Fiber optic	No	No	Yes	No	Yes	Yes	Month-to-month	Yes	Electronic check	95.75	573.75	1	0.805891088	High Risk
1074-WVEVG	Female	0	Yes	No	59	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	One year	No	Mailed check	20.35	1267	0	0.005896951	Low Risk
9979-RGMZT	Female	0	No	No	7	Yes	No	Fiber optic	No	Yes	No	No	Yes	Yes	One year	Yes	Mailed check	94.05	633.45	0	0.474365645	Medium Risk
6437-UDQJM	Female	1	Yes	No	72	Yes	Yes	DSL	Yes	Yes	Yes	No	Yes	Yes	Two year	Yes	Credit card (automatic)	84.1	6129.65	0	0.027110598	Low Risk
1226-IENZN	Male	1	No	No	16	Yes	No	Fiber optic	No	No	No	No	No	Yes	Month-to-month	Yes	Electronic check	78.75	1218.25	0	0.681936402	Medium Risk
2108-GLPQB	Male	0	Yes	No	25	Yes	Yes	DSL	No	No	Yes	No	No	No	Month-to-month	No	Credit card (automatic)	55.55	1405.3	0	0.194409937	Low Risk
9259-PACGQ	Female	0	Yes	No	34	Yes	Yes	DSL	Yes	Yes	No	Yes	No	No	Month-to-month	No	Electronic check	62.65	2274.9	1	0.095238587	Low Risk
4415-IJZTP	Female	0	No	No	1	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	74.5	74.5	1	0.74066531	High Risk
1465-VINDH	Female	0	Yes	Yes	10	Yes	Yes	Fiber optic	No	Yes	Yes	No	Yes	Yes	Month-to-month	Yes	Credit card (automatic)	102.1	1068.85	1	0.638430589	Medium Risk
5474-LAMUQ	Male	0	Yes	No	24	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	One year	No	Mailed check	20.1	533.9	0	0.036923711	Low Risk
3468-DRVQJ	Female	0	Yes	Yes	10	Yes	Yes	DSL	Yes	Yes	No	No	Yes	No	One year	No	Electronic check	70.3	676.15	0	0.165596067	Low Risk
1122-YJBCS	Male	0	Yes	No	69	Yes	No	DSL	Yes	Yes	No	No	No	No	One year	Yes	Credit card (automatic)	53.65	3804.4	0	0.010185481	Low Risk
4990-ALDGW	Male	0	No	No	57	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	No	Mailed check	20.75	1118.8	0	0.003412209	Low Risk
4816-OKWNX	Male	0	Yes	Yes	50	Yes	No	Fiber optic	No	Yes	Yes	Yes	Yes	Yes	One year	Yes	Bank transfer (automatic)	103.4	5236.4	0	0.142364545	Low Risk
3315-IKYZQ	Male	0	Yes	Yes	28	No	No phone service	DSL	Yes	No	Yes	Yes	Yes	No	One year	No	Mailed check	50.8	1386.8	0	0.058714177	Low Risk
2810-FTLEM	Female	0	No	No	16	Yes	No	DSL	Yes	No	No	No	No	No	Month-to-month	Yes	Electronic check	50.15	762.25	1	0.254255953	Low Risk
4747-LCAQL	Male	0	No	No	25	Yes	No	DSL	Yes	Yes	No	Yes	Yes	Yes	Month-to-month	Yes	Mailed check	79	1902	0	0.153555322	Low Risk
